apt_rent,apt_footage,rooms,distance_wh,distance_cap,building_units_available,adj_open,adj_large,adj_private,adj_great,adj_new,adj_beautiful,adj_high,adj_natural,adj_historic,adj_newly,adj_short,adj_ready,adj_furnished,adj_convenient,adj_windows
1394,270,1,6538,7697,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1651,719,2,6538,7697,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2291,571,1,2776,4111,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2175,626,2,2776,4111,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2925,858,3,2776,4111,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2091,372,1,3591,6026,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2495,629,2,3591,6026,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3277,897,3,3591,6026,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1311,480,1,7411,8625,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
1560,982,2,7411,8625,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2129,1050,3,7411,8625,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
1360,666,2,5485,3353,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1625,1004,3,5485,3353,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2872,1714,4,5485,3353,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2700,603,1,1669,3200,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3500,691,2,1669,3200,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5500,1034,3,1669,3200,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1842,426,1,2287,4497,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1985,589,2,2287,4497,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3720,817,3,2287,4497,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1570,425,1,2160,726,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1755,525,2,2160,726,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1570,420,1,3645,3262,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1775,607,2,3645,3262,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2255,906,3,3645,3262,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1839,493,1,2324,3967,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2410,652,2,2324,3967,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1794,791,2,6167,8165,7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2446,1179,3,6167,8165,7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2872,1714,4,6167,8165,7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1669,390,1,1513,4008,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1925,532,2,1513,4008,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2320,1106,3,1513,4008,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1633,530,1,4528,3882,38,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1673,695,2,4528,3882,38,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2197,920,3,4528,3882,38,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1471,489,1,4851,3514,24,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1705,665,2,4851,3514,24,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2019,920,3,4851,3514,24,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1638,564,1,7834,6252,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2107,689,2,7834,6252,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2675,1083,3,7834,6252,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1493,324,1,2550,4611,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2115,665,2,2550,4611,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2874,1022,3,2550,4611,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1597,569,1,8595,9311,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1852,671,2,8595,9311,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3334,964,3,8595,9311,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600,457,1,5015,7306,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2200,777,2,5015,7306,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3075,1081,3,5015,7306,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1510,394,1,2379,4441,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1735,637,2,2379,4441,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2320,1106,3,2379,4441,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1795,514,1,1282,3766,11,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
2600,806,2,1282,3766,11,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
4300,803,3,1282,3766,11,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1700,481,1,1441,3920,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2800,814,2,1441,3920,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2320,1106,3,1441,3920,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1311,480,1,4522,6896,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1585,725,2,4522,6896,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2600,977,3,4522,6896,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1311,480,1,2999,1656,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1955,620,2,2999,1656,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2320,1106,3,2999,1656,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500,415,1,3238,4945,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1650,672,2,3238,4945,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2995,1190,3,3238,4945,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1795,473,1,1208,2944,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1895,670,2,1208,2944,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2320,1106,3,1208,2944,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1650,455,1,1064,2810,13,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2500,840,2,1064,2810,13,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1210,381,1,7137,9106,8,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1495,583,2,7137,9106,8,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1495,405,1,4982,7276,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1695,662,2,4982,7276,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2320,1106,3,4982,7276,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1625,651,2,6316,6725,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2085,761,3,6316,6725,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1395,452,1,5165,7445,10,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1645,645,2,5165,7445,10,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2320,1106,3,5165,7445,10,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1350,389,1,2861,4480,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1651,719,2,2861,4480,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2044,598,1,3851,2091,17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2117,713,2,3851,2091,17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3091,1097,3,3851,2091,17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2050,471,1,2080,3567,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2500,661,2,2080,3567,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3950,1037,3,2080,3567,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1623,321,1,2679,3002,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1712,470,2,2679,3002,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2706,754,3,2679,3002,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1550,323,1,3719,5788,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1820,565,2,3719,5788,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2550,632,3,3719,5788,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1311,480,1,2835,3139,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1767,486,2,2835,3139,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2706,744,3,2835,3139,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1425,500,1,4594,6563,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1931,812,2,4594,6563,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3104,967,3,4594,6563,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1304,574,1,6727,8694,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1592,665,2,6727,8694,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641,963,3,6727,8694,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1527,534,1,4761,2731,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1606,738,2,4761,2731,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2225,936,3,4761,2731,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1960,580,1,3360,5570,24,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2106,804,2,3360,5570,24,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
3096,1138,3,3360,5570,24,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1105,500,2,5817,6038,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1540,1000,3,5817,6038,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1790,502,1,2858,4695,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2250,635,2,2858,4695,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1477,382,1,2597,1886,48,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1850,692,2,2597,1886,48,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2421,988,3,2597,1886,48,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1766,550,1,3468,1443,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1974,653,2,3468,1443,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2516,859,3,3468,1443,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,520,1,3546,5075,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,685,2,3546,5075,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2906,785,3,3546,5075,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1805,384,1,1743,4214,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2811,518,2,1743,4214,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3861,796,3,1743,4214,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1784,401,1,1471,3926,31,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1874,818,2,1471,3926,31,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
3166,1076,3,1471,3926,31,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1425,348,1,2837,4375,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1651,719,2,2837,4375,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1311,480,1,6387,3969,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1195,650,2,6387,3969,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2320,1106,3,6387,3969,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1311,480,1,3182,4896,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1650,500,2,3182,4896,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1395,440,2,5020,7292,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1246,600,2,5456,5680,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1440,365,1,2749,4305,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651,719,2,2749,4305,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2320,1106,3,2749,4305,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1024,550,2,5416,3434,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2320,1106,3,5416,3434,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1565,497,1,2256,3883,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1590,573,2,2256,3883,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1085,577,2,8466,7191,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1450,500,1,6282,8276,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1725,793,2,6282,8276,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
2320,1106,3,6282,8276,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1495,415,1,1187,3322,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1651,719,2,1187,3322,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1220,313,1,2156,3837,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1765,542,2,2156,3837,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2495,755,3,2156,3837,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1475,538,1,6334,8324,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651,719,2,6334,8324,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2320,1106,3,6334,8324,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1311,480,1,4465,6852,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1715,582,2,4465,6852,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1850,697,2,3407,5494,6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2990,1263,3,3407,5494,6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1311,480,1,3596,5777,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1750,728,2,3596,5777,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2320,1106,3,3596,5777,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1495,424,1,1129,2726,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1651,719,2,1129,2726,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1325,375,1,4460,5769,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1735,690,2,4460,5769,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2320,1106,3,4460,5769,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1595,366,1,3024,4736,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1825,741,2,3024,4736,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2320,1106,3,3024,4736,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1475,437,1,3044,4723,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1785,731,2,3044,4723,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2675,1162,3,3044,4723,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1445,365,1,2492,4529,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651,719,2,2492,4529,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2645,937,3,2492,4529,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1655,461,1,1272,3382,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1651,719,2,1272,3382,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1518,460,2,2946,4226,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2525,600,3,2946,4226,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2872,1714,4,2946,4226,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1651,719,2,6900,4519,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1535,823,3,6900,4519,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2872,1714,4,6900,4519,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1311,480,1,6120,8315,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1728,664,2,6120,8315,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2320,1106,3,6120,8315,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2525,648,2,1364,3802,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1572,351,1,3602,1446,61,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1760,430,2,3602,1446,61,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2825,834,3,3602,1446,61,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1982,577,2,2775,4790,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2320,1106,3,2775,4790,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1565,429,1,3468,1669,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1715,631,2,3468,1669,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3280,1068,3,3468,1669,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1740,467,1,3381,1207,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1960,740,2,3381,1207,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3230,1079,3,3381,1207,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1311,480,1,3288,1127,37,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2000,609,2,3288,1127,37,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3250,1033,3,3288,1127,37,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1580,530,1,2481,1776,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1845,684,2,2481,1776,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2880,977,3,2481,1776,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1799,482,1,2205,3803,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2206,669,2,2205,3803,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3681,886,3,2205,3803,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1810,579,2,1932,2008,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2750,962,3,1932,2008,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1544,353,1,2781,4039,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1856,705,2,2781,4039,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2565,792,3,2781,4039,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1499,400,1,5800,8129,231,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1698,700,2,5800,8129,231,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
3050,1100,3,5800,8129,231,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1311,480,1,4914,2488,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1755,715,2,4914,2488,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2465,967,3,4914,2488,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1603,435,1,2305,4174,9,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2328,684,2,2305,4174,9,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2320,1106,3,2305,4174,9,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1311,480,1,5102,2614,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1620,553,2,5102,2614,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2800,884,3,5102,2614,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3985,1075,2,1529,4025,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5585,1900,3,1529,4025,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1841,495,1,1600,4037,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2385,702,2,1600,4037,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4031,1062,3,1600,4037,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1521,544,1,1636,1710,18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1735,696,2,1636,1710,18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2531,1046,3,1636,1710,18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1550,513,1,2789,1105,50,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1900,675,2,2789,1105,50,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2600,987,3,2789,1105,50,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1495,368,1,3143,687,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1651,719,2,3143,687,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1453,566,1,8737,9548,12,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
1810,817,2,8737,9548,12,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
2320,1106,3,8737,9548,12,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
2545,774,2,1346,3532,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3735,1187,3,1346,3532,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1765,466,1,2945,4511,6,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
1667,686,2,2945,4511,6,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
2320,1106,3,2945,4511,6,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
3471,1217,3,2702,4619,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1834,446,2,3278,5094,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2320,1106,3,3278,5094,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1311,480,1,3955,1763,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1651,719,2,3955,1763,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2558,775,3,3955,1763,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2999,1197,2,1727,1168,8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3999,1197,3,1727,1168,8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6100,1197,4,1727,1168,8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1311,480,1,4549,5527,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1727,718,2,4549,5527,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2085,1037,3,4549,5527,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1385,498,1,3094,2342,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1605,698,2,3094,2342,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1900,1073,3,3094,2342,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1780,554,1,2307,3160,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1872,690,2,2307,3160,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3401,1047,3,2307,3160,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1499,435,1,3731,3317,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1651,719,2,3731,3317,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2320,1106,3,3731,3317,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1651,719,2,4687,5681,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2675,770,3,4687,5681,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2872,1714,4,4687,5681,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1475,290,1,5206,7213,13,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
1753,560,2,5206,7213,13,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
2550,748,3,5206,7213,13,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
1739,333,1,2942,4569,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1799,599,2,2942,4569,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2225,759,3,2942,4569,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1440,542,1,7350,7686,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1585,693,2,7350,7686,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2315,1022,3,7350,7686,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1735,719,2,4468,5452,16,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
2583,1038,3,4468,5452,16,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
2872,1714,4,4468,5452,16,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
1425,293,1,3869,5273,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2025,453,2,3869,5273,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2415,670,3,3869,5273,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1754,367,1,2228,4676,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2229,565,2,2228,4676,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2320,1106,3,2228,4676,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1719,489,1,2045,3572,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2179,650,2,2045,3572,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3279,932,3,2045,3572,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1613,432,1,3189,4834,17,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1981,704,2,3189,4834,17,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2707,854,3,3189,4834,17,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1300,344,1,4724,7183,49,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1549,799,2,4724,7183,49,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2209,987,3,4724,7183,49,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1833,770,2,3644,5735,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2893,1023,3,3644,5735,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1602,429,1,2038,4173,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2032,608,2,2038,4173,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2320,1106,3,2038,4173,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
