building_address,latitude,longitude
"38 Rhode Island Avenue Northeast, Washington, DC",38.917587,-77.0077589
"3838 South Capitol Street Southeast, Washington, DC",38.83386,-77.0079162
"2501 Calvert Street Northwest, Washington, DC",38.9236213,-77.05449
"1615 Q Street Northwest, Washington, DC",38.9112906,-77.0374212
"4729 1st Street Southwest, Washington, DC",38.8224316,-77.0058183
"2844 Hartford Street Southeast, Washington, DC",38.854587,-76.9668939
"2901 Nelson Place Southeast, Washington, DC",38.876548,-76.967614
"4731 1st Street Southwest, Washington, DC",38.8223767,-77.0057338
"2512 High Street Southeast, Washington, DC",38.8601087,-76.9887717
"26 R Street Northwest, Washington, DC",38.912354,-77.010054
"505 19th Street Northeast, Washington, DC",38.89629559999999,-76.9771028
"1144 Oates Street Northeast, Washington, DC",38.905967,-76.9889451
"1107 Massachusetts Avenue Northwest, Washington, DC",38.9044111,-77.0274577
"1103 5th Street Northwest, Washington, DC",38.9043637,-77.01867399999999
"3116 Dumbarton Street Northwest, Washington, DC",38.9074533,-77.0619217
"3537 New Hampshire Avenue Northwest, Washington, DC",38.9339175,-77.02575709999999
"2322 High Street Southeast, Washington, DC",38.8618075,-76.9869989
"3024 Pineview Court Northeast, Washington, DC",38.9290336,-76.95772889999999
"1856 Kalorama Road Northwest, Washington, DC",38.9194391,-77.0436958
"1334 Maryland Avenue Northeast, Washington, DC",38.8992259,-76.9863689
"1831 Belmont Road Northwest, Washington, DC",38.9207752,-77.0432685
"825 10th Street Northwest, Washington, DC",38.9001318,-77.0256307
"1385 Nicholson Street Northwest, Washington, DC",38.9603938,-77.0331367
"1500 Oates Street Northeast, Washington, DC",38.90345550000001,-76.9830502
"2430 4th Street Northeast, Washington, DC",38.9220604,-77.0008129
"3415 13th Street Northwest, Washington, DC",38.9318515,-77.0294931
"1522 R Street Northwest, Washington, DC",38.9123951,-77.035693
"4409 Foote Street Northeast, Washington, DC",38.8972881,-76.9387504
"2221 I Street Northwest, Washington, DC",38.90099439999999,-77.04957859999999
"3060 16th Street Northwest, Washington, DC",38.9283905,-77.03673200000001
"1305 H Street Northeast, Washington, DC",38.9000083,-76.98796639999999
"1226 Meigs Place Northeast, Washington, DC",38.9081028,-76.9851202
"2903 R Street Southeast, Washington, DC",38.8692998,-76.9656466
"2263 16th Street Northeast, Washington, DC",38.920621,-76.981442
"2910 13th Street Northwest, Washington, DC",38.9271138,-77.0299879
"70 N Street SE, Washington, DC",38.8747541,-77.0067703
"2301 Champlain Street Northwest, Washington, DC",38.920823,-77.0408396
"118 W Street Northwest, Washington, DC",38.91894,-77.01280899999999
"2725 39th Street Northwest, Washington, DC",38.9253064,-77.0786162
"1607 Trinidad Avenue Northeast, Washington, DC",38.90601849999999,-76.98398399999999
"565 Pennsylvania Avenue Northwest, Washington, DC",38.8932943,-77.019652
"3631 Commodore Joshua Barney Drive Northeast, Washington, DC",38.92363659999999,-76.9546249
"1604 Isherwood Street Northeast, Washington, DC",38.8956314,-76.98181269999999
"1301 Delaware Avenue Southwest, Washington, DC",38.8738327,-77.01544899999999
"44 R Street Northeast, Washington, DC",38.9124361,-77.0074489
"1901 Savannah Place Southeast, Washington, DC",38.848818,-76.9765137
"334 36th Street Northeast, Washington, DC",38.8946029,-76.9550678
"1018 Douglas Street Northeast, Washington, DC",38.9236667,-76.99078999999999
"421 I Street Southeast, Washington, DC",38.8791002,-76.9998427
"1261 Simms Place Northeast, Washington, DC",38.9087425,-76.9836388
"3215 12th Street Northeast, Washington, DC",38.930088,-76.99037849999999
"812 5th Street NE, Washington, DC",38.9006625,-76.99978519999999
"700 7th Street Southwest, Washington, DC",38.8802669,-77.0215353
"5713 6th Street Northwest, Washington, DC",38.95924189999999,-77.0209314
"1418 Euclid Street Northwest, Washington, DC",38.9232738,-77.03319359999999
"2829 Connecticut Avenue Northwest, Washington, DC",38.9275487,-77.05358989999999
"1167 Morse Street Northeast, Washington, DC",38.9037886,-76.9903513
"2030 Flagler Place Northwest, Washington, DC",38.9178453,-77.0137704
"1202 Jackson Street Northeast, Washington, DC",38.9296741,-76.990402
"607 Florida Avenue Northwest, Washington, DC",38.9158073,-77.0204286
"4471 Macarthur Boulevard Northwest, Washington, DC",38.9083387,-77.08421419999999
"3033 New Mexico Avenue Northwest, Washington, DC",38.9288395,-77.0829327
"2300 Irving Street Southeast, Washington, DC",38.8532663,-76.9729697
"3110 Cityscape Dr NE, Washington, DC",38.9269066,-76.95981789999999
"5326 43rd Street Northwest, Washington, DC",38.9600409,-77.083983
"2043 38th Street Southeast, Washington, DC",38.86363619999999,-76.95249079999999
"1101 Trenton Place Southeast, Washington, DC",38.84034949999999,-76.9911606
"235 Division Avenue Northeast, Washington, DC",38.893325,-76.92715799999999
"4403 7th Street Northeast, Washington, DC",38.9428394,-76.99604339999999
"1101 3rd Street Southwest, Washington, DC",38.877116,-77.015767
"3014 Dent Pl NW, Washington, DC",38.9117442,-77.0598418
"500 G Street Southwest, Washington, DC",38.881068,-77.018911
"215 Upshur Street Northwest, Washington, DC",38.9423802,-77.0144565
"4770 Dexter Street Northwest, Washington, DC",38.9244335,-77.0921274
"1434 Perry Place Northwest, Washington, DC",38.9364819,-77.0342314
"38 K Street Southeast, Washington, DC",38.8784068,-77.00743849999999
"4662 Hillside Road Southeast, Washington, DC",38.8767102,-76.93157
"4706 8th Street Northwest, Washington, DC",38.947564,-77.023922
"439 Quincy Street Northwest, Washington, DC",38.93798779999999,-77.0186292
"712 Bayley Place Southeast, Washington, DC",38.8797802,-76.9637209
"1414 22nd Street Northwest, Washington, DC",38.9087987,-77.0491605
"3105 Naylor Road Southeast, Washington, DC",38.8526337,-76.9637541
"1652 West Virginia Avenue Northeast, Washington, DC",38.9093007,-76.98750179999999
"1503 11th Street Northwest, Washington, DC",38.9099573,-77.0267825
"715 Kenyon Street Northwest, Washington, DC",38.93022810000001,-77.0242462
"637 Park Road Northwest, Washington, DC",38.933136,-77.023167
"5402 Connecticut Avenue Northwest, Washington, DC",38.9612766,-77.07384979999999
"3010 Wisconsin Avenue Northwest, Washington, DC",38.9296814,-77.0735405
"2607 31st Street Northwest, Washington, DC",38.92389259999999,-77.061191
"471 M Street Northwest, Washington, DC",38.9058612,-77.0185239
"607 G Street Southeast, Washington, DC",38.8810894,-76.99795569999999
"1364 Monroe Street Northwest, Washington, DC",38.9314839,-77.0319292
"4800 C Street Southeast, Washington, DC",38.8857529,-76.9338172
"1763 Columbia Road Northwest, Washington, DC",38.9237325,-77.0417392
"2835 Gainesville Street Southeast, Washington, DC",38.8549342,-76.967479
"1843 Mintwood Place Northwest, Washington, DC",38.9214922,-77.0447003
"2010 Channing Street NE, Washington, DC",38.9225158,-76.9755461
"601 Pennsylvania Avenue Northwest, Washington, DC",38.8935888,-77.0203981
"1919 16th Street Northwest, Washington, DC",38.9162082,-77.03610549999999
"4424 Foote Street Northeast, Washington, DC",38.8977193,-76.9380414
"1318 22nd Street Northwest, Washington, DC",38.9078606,-77.0490255
"413 A Street Northeast, Washington, DC",38.8907801,-77.00007049999999
"621 Allison Street Northwest, Washington, DC",38.945453,-77.021013
"1819 Gales Street NE, Washington, DC",38.8976175,-76.9773969
"1126 25th Street Northwest, Washington, DC",38.9046589,-77.0534438
"3690 38th Street Northwest, Washington, DC",38.9392112,-77.07593709999999
"1794 Lanier Place Northwest, Washington, DC",38.92363659999999,-77.0430906
"1325 13th Street Northwest, Washington, DC",38.9083207,-77.02932229999999
"3201 Buena Vista Terrace Southeast, Washington, DC",38.8511491,-76.96702900000001
"1931 17th Street Northwest, Washington, DC",38.91649719999999,-77.0380509
"1200 Shepherd Street Northwest, Washington, DC",38.9396182,-77.0278797
"3930 Alabama Avenue Southeast, Washington, DC",38.8691296,-76.9485299
"4408 1st Place Northeast, Washington, DC",38.9440936,-77.00692560000002
"2101 11th Street Northwest, Washington, DC",38.9183182,-77.0266802
"504 C Street Northeast, Washington, DC",38.894286,-76.99908599999999
"3883 Connecticut Avenue Northwest, Washington, DC",38.9401354,-77.0599093
"3418 Brown Street Northwest, Washington, DC",38.9344832,-77.0378003
"1 Scott Circle Northwest, Washington, DC",38.9077775,-77.03609589999999
"542 24th Street Northeast, Washington, DC",38.8971984,-76.9726884
"4114 New Hampshire Avenue Northwest, Washington, DC",38.9413895,-77.0208785
"610 19th Street Northeast, Washington, DC",38.8971243,-76.977082
"804 Rhode Island Avenue Northwest, Washington, DC",38.911523,-77.0234119
"4600 Connecticut Avenue Northwest, Washington, DC",38.9503741,-77.067869
"1005 V Street Northwest, Washington, DC",38.9182858,-77.0262711
"1348 Euclid Street Northwest, Washington, DC",38.923571,-77.0310338
"1601 18th Street Northwest, Washington, DC",38.9113109,-77.041231
"1230 Holbrook Terrace NE, Washington, DC",38.90737379999999,-76.98559270000001
"1390 Kenyon Street Northwest, Washington, DC",38.9297394,-77.03217839999999
"730 24th Street Northwest, Washington, DC",38.8989336,-77.0517241
"1133 14th Street Northwest, Washington, DC",38.9047062,-77.03157740000002
"1930 18th Street Northwest, Washington, DC",38.9164092,-77.0417689
"436 Ridge Street Northwest, Washington, DC",38.9062849,-77.017404
"1755 18th Street Northwest, Washington, DC",38.913951,-77.0414294
"1300 4th Street Southwest, Washington, DC",38.8746469,-77.0175505
"2030 F Street Northwest, Washington, DC",38.8971643,-77.0460986
"1715 Swann Street Northwest, Washington, DC",38.9150481,-77.0394268
"1816 New Hampshire Avenue Northwest, Washington, DC",38.9148931,-77.03877059999999
"728 Ingraham Street Northwest, Washington, DC",38.953952,-77.023246
"3269 Sutton Place Northwest, Washington, DC",38.9333838,-77.0835623
"1400 Church Street Northwest, Washington, DC",38.9102195,-77.03232659999999
"1300 35th Street Northwest, Washington, DC",38.9068551,-77.0691956
"1822 Vernon Street Northwest, Washington, DC",38.9167449,-77.04257129999999
"4214 Embassy Park Drive Northwest, Washington, DC",38.9341172,-77.0830378
"29 Rhode Island Avenue Northwest, Washington, DC",38.91666499999999,-77.01031499999999
"631 D Street Northwest, Washington, DC",38.8953272,-77.0210685
"2130 N Street Northwest, Washington, DC",38.9070037,-77.0481302
"2500 Virginia Avenue Northwest, Washington, DC",38.8986969,-77.0542554
"1831 2nd Street Northeast, Washington, DC",38.9152236,-77.0032489
"300 M Street Southwest, Washington, DC",38.8759398,-77.0164585
"2515 K Street Northwest, Washington, DC",38.902891,-77.0539053
"1721 4th Street Northwest, Washington, DC",38.9132914,-77.0160014
"1015 33rd Street Northwest, Washington, DC",38.9036648,-77.0656206
"2022 Columbia Road Northwest, Washington, DC",38.9170409,-77.0453824
"1710 H Street Northwest, Washington, DC",38.8999466,-77.04037509999999
"1830 17th Street Northwest, Washington, DC",38.9153442,-77.0386486
"1322 15th Street Northwest, Washington, DC",38.9082449,-77.03459889999999
"2107 S Street Northwest, Washington, DC",38.9142265,-77.0468332
"1632 30th Street Northwest, Washington, DC",38.9115308,-77.0595495
"1080 Wisconsin Avenue Northwest, Washington, DC",38.904651,-77.0629616
"460 New York Avenue Northwest, Washington, DC",38.90389649999999,-77.0180781
"2510 Ontario Road Northwest, Washington, DC",38.9234541,-77.0404236
"1763 P Street Northwest, Washington, DC",38.90985149999999,-77.0412446
"414 Seward Square Southeast, Washington, DC",38.8867853,-76.9999692
"1245 13th Street Northwest, Washington, DC",38.9070089,-77.0294317
"410 O Street Southwest, Washington, DC",38.8733143,-77.0183066
"1111 25th Street Northwest, Washington, DC",38.9045789,-77.05297139999999
"2202 Wyoming Avenue Northwest, Washington, DC",38.916795,-77.0493516
"3203 10th Street Northeast, Washington, DC",38.929881,-76.99218499999999
"2200 17th Street Northwest, Washington, DC",38.9198081,-77.0389505
"1830 Jefferson Place Northwest, Washington, DC",38.9062901,-77.04290859999999
"3701 Connecticut Avenue Northwest, Washington, DC",38.9383794,-77.0593559
"24 Rhode Island Avenue Northeast, Washington, DC",38.9174118,-77.0081467
"1252 E Street Northeast, Washington, DC",38.896329,-76.98849799999999
"1327 Euclid Street Northwest, Washington, DC",38.9239313,-77.0306538
"2424 17th Street Northwest, Washington, DC",38.922336,-77.0393103
"907 N Street Northwest, Washington, DC",38.9073935,-77.02445490000001
"424 Q Street Northwest, Washington, DC",38.9108175,-77.0175385
"2101 Connecticut Ave NW, Washington, DC",38.9183916,-77.0470466
"2151 Florida Avenue Northwest, Washington, DC",38.9123526,-77.0480248
"1221 4th St NW, Washington, DC",38.906342,-77.01586999999999
"3759 W Street Northwest, Washington, DC",38.9193704,-77.075862
"3805 Van Ness Street Northwest, Washington, DC",38.9433836,-77.0754461
"475 K Street Northwest, Washington, DC",38.9028275,-77.0183302
"1618 S Street Northwest, Washington, DC",38.9138911,-77.03748039999999
"612 Alabama Avenue Southeast, Washington, DC",38.8433967,-76.9973258
"541 Florida Avenue Northwest, Washington, DC",38.915496,-77.019657
"111 11th Street Southeast, Washington, DC",38.888737,-76.9917462
"1439 Spring Road Northwest, Washington, DC",38.9376479,-77.03496100000001
"1101 Fern Street Northwest, Washington, DC",38.9781989,-77.0266929
"3620 Prospect Street Northwest, Washington, DC",38.9056584,-77.0709052
"1013 E Street Southeast, Washington, DC",38.8825201,-76.99204999999999
"2812 P Street Northwest, Washington, DC",38.9091796,-77.057728
"2035 Rosemont Avenue Northwest, Washington, DC",38.9644213,-77.0757496
"3908 Georgetown Court Northwest, Washington, DC",38.9137707,-77.0769578
"1111 23rd Street Northwest, Washington, DC",38.9044438,-77.0498946
"2205 40th Place Northwest, Washington, DC",38.9194516,-77.07953789999999
"4528 9th Street Northwest, Washington, DC",38.945922,-77.02561299999999
"1408 Florida Avenue Northwest, Washington, DC",38.919742,-77.032534
"425 Oglethorpe Street Northwest, Washington, DC",38.9614931,-77.0193152
"1445 Church Street Northwest, Washington, DC",38.910579,-77.03350630000001
"1503 Vermont Avenue Northwest, Washington, DC",38.9102869,-77.0288999
"1920 3rd Street Northeast, Washington, DC",38.9162721,-77.0023989
"2835 4th St NE, Washington, DC",38.926608,-77.00031
"4211 16th Street Northwest, Washington, DC",38.942401,-77.0360043
"925 H Street Northwest, Washington, DC",38.9000865,-77.0245111
"1916 Biltmore Street Northwest, Washington, DC",38.9220169,-77.045362
"355 I Street Southwest, Washington, DC",38.8797687,-77.0165935
"3299 K Street Northwest, Washington, DC",38.9033129,-77.0646312
"2507 Foxhall Road Northwest, Washington, DC",38.9237777,-77.08931729999999
"3050 N Street Northwest, Washington, DC",38.906666,-77.06106659999999
"1427 West Virginia Avenue Northeast, Washington, DC",38.9070045,-76.98933889999999
"4806 Foxhall Crescent Northwest, Washington, DC",38.9237697,-77.09354359999999
"57 N Street Northwest, Washington, DC",38.9074426,-77.0111895
"3210 Grace Street Northwest, Washington, DC",38.9037887,-77.063507
"721 12th Street Southeast, Washington, DC",38.8804208,-76.9905201
"1155 23rd Street Northwest, Washington, DC",38.9048509,-77.0497634
"2425 L Street Northwest, Washington, DC",38.90428989999999,-77.0523362
"701 Lamont Street Northwest, Washington, DC",38.9313402,-77.02415119999999
"1111 Orren Street Northeast, Washington, DC",38.9013355,-76.98617709999999
"920 I Street Northwest, Washington, DC",38.9006818,-77.02455700000002
"1322 T Street Northwest, Washington, DC",38.9154001,-77.0307077
"3401 38th Street Northwest, Washington, DC",38.9359003,-77.073759
"304 Oklahoma Avenue Northeast, Washington, DC",38.8953402,-76.9735182
"1511 P Street Northwest, Washington, DC",38.9098498,-77.0351431
"3421 Reservoir Road Northwest, Washington, DC",38.9128278,-77.0686897
"834 Madison Street Northwest, Washington, DC",38.9581779,-77.02539
"1248 Columbia Road Northwest, Washington, DC",38.9274309,-77.0288858
"622 19th Street Northeast, Washington, DC",38.8972756,-76.97709870000001
"1502 17th Street Northwest, Washington, DC",38.9098423,-77.0386987
"1413 Swann Street Northwest, Washington, DC",38.9149545,-77.0327203
"2734 Ordway Street Northwest, Washington, DC",38.9349772,-77.0569776
"1907 Belmont Road Northwest, Washington, DC",38.9207466,-77.0458024
"651 Maryland Avenue Northeast, Washington, DC",38.8943275,-76.9968308
"1833 California Street Northwest, Washington, DC",38.918049,-77.0427512
"2600 Sherman Avenue Northwest, Washington, DC",38.9240089,-77.0258382
"1801 16th Street Northwest, Washington, DC",38.9143471,-77.0362212
"3027 15th Street Northwest, Washington, DC",38.9278651,-77.0355323
"2801 Jasper Street Southeast, Washington, DC",38.8510925,-76.96777159999999
"416 A Street Southeast, Washington, DC",38.8888484,-76.99984549999999
"2252 Mount View Place Southeast, Washington, DC",38.8631603,-76.98902389999999
"175 V Street Northeast, Washington, DC",38.9179352,-77.00389489999999
"5885 Colorado Avenue Northwest, Washington, DC",38.9610438,-77.02853139999999
"4101 Cathedral Avenue Northwest, Washington, DC",38.9305425,-77.07951539999999
"3410 Dent Pl NW, Washington, DC",38.91152599999999,-77.0683024
"935 Quincy Street Northwest, Washington, DC",38.9377918,-77.0265017
"1010 25th Street Northwest, Washington, DC",38.903127,-77.0535843
"1904 Rosedale St NE, Washington, DC",38.896946,-76.97676799999999
"2858 Chancellor's Way Northeast, Washington, DC",38.9268823,-76.99964299999999
"66 New York Avenue Northwest, Washington, DC",38.9063402,-77.01138569999999
"535 3rd Street Northeast, Washington, DC",38.897097,-77.0018797
"335 W Street Northeast, Washington, DC",38.919004,-77.0007454
"88 V Street Southwest, Washington, DC",38.8644435,-77.0119014
"800 Elder Street Northwest, Washington, DC",38.9770941,-77.02471349999999
"512 Tennessee Avenue Northeast, Washington, DC",38.8964914,-76.9849852
"1431 11th Street Northwest, Washington, DC",38.9093411,-77.0266805
"2611 Adams Mill Road Northwest, Washington, DC",38.9238148,-77.0438982
"5611 5th Street Northwest, Washington, DC",38.9579755,-77.0197651
"822 9th Street Northeast, Washington, DC",38.90115309999999,-76.9939112
"811 4th Street Northwest, Washington, DC",38.9010047,-77.01591859999999
"3 Washington Circle NW, Washington, DC",38.9032796,-77.0503664
"2516 East Place Northwest, Washington, DC",38.9101249,-77.0544561
"3640 Jamison Street Northeast, Washington, DC",38.9248097,-76.9531494
"2600 Tunlaw Road Northwest, Washington, DC",38.9238038,-77.0756821
"1247 Wisconsin Avenue Northwest, Washington, DC",38.9061583,-77.06263
"4009 8th Street Northeast, Washington, DC",38.9398202,-76.9942549
"17 Evarts Street Northeast, Washington, DC",38.9243118,-77.0081467
"2475 Virginia Avenue Northwest, Washington, DC",38.89905,-77.052542
"400 Massachusetts Avenue Northwest, Washington, DC",38.9000581,-77.0171333
"1400 1st Street Southwest, Washington, DC",38.872811,-77.01190199999999
"1000 New Jersey Avenue Southeast, Washington, DC",38.878061,-77.00439279999999
"2939 Van Ness Street Northwest, Washington, DC",38.944397,-77.0599992
"410 K Street Northeast, Washington, DC",38.902806,-77.00008729999999
"3935 9th Street Northeast, Washington, DC",38.9390426,-76.9937599
"124 Wilmington Place Southeast, Washington, DC",38.8366463,-77.0046935
"916 7th Street Northeast, Washington, DC",38.9018611,-76.99638089999999
"701 Pennsylvania Avenue Northwest, Washington, DC",38.8945661,-77.0225318
"525 Water Street Southwest, Washington, DC",38.876059,-77.02023989999999
"1200 Q Street Northwest, Washington, DC",38.9109746,-77.02841200000002
"1443 East Capitol Street Northeast, Washington, DC",38.8896103,-76.98396960000001
"2004 D Street Northeast, Washington, DC",38.8949827,-76.9758949
"1391 Pennsylvania Avenue Southeast, Washington, DC",38.8802061,-76.9876123
"2245 12th Street Northwest, Washington, DC",38.9201963,-77.02785879999999
"1330 Park Road Northwest, Washington, DC",38.9307708,-77.0308694
"901 26th Street Northwest, Washington, DC",38.9009189,-77.0545746
"2440 16th Street Northwest, Washington, DC",38.9220923,-77.0367548
"1265 Simms Place Northeast, Washington, DC",38.9086019,-76.9835002
"3725 12th Street Northeast, Washington, DC",38.9354113,-76.99090249999999
"3216 28th Street Southeast, Washington, DC",38.8503771,-76.967659
"1269 Raum St NE, Washington, DC",38.9078198,-76.9836802
"1813 35th Street Northwest, Washington, DC",38.9151014,-77.0690157
"4564 Macarthur Boulevard Northwest, Washington, DC",38.9091933,-77.0879011
"880 P Street Northwest, Washington, DC",38.9094062,-77.0234586
"1357 R St NW, Washington, DC",38.9127472,-77.0312844
"1230 Eton Ct NW, Washington, DC",38.9054627,-77.065507
"4341 Massachusetts Avenue Northwest, Washington, DC",38.937281,-77.0847727
"922 24th Street Northwest, Washington, DC",38.9014619,-77.0516196
"417 New Jersey Avenue Southeast, Washington, DC",38.8844631,-77.00740429999999
"2612 29th Street Southeast, Washington, DC",38.8585891,-76.9650037
"830 D Street Southeast, Washington, DC",38.8847567,-76.99399609999999
"1202 30th Street Northwest, Washington, DC",38.9054229,-77.05932
"2466 Tunlaw Road Northwest, Washington, DC",38.922361,-77.074868
"1440 Corcoran Street Northwest, Washington, DC",38.911671,-77.033636
"3009 M Street Northwest, Washington, DC",38.9053685,-77.0595269
"1745 N Street Northwest, Washington, DC",38.9074939,-77.0402324
"333 8th Street Southeast, Washington, DC",38.885124,-76.99527300000001
"777 C Street Southeast, Washington, DC",38.8855673,-76.9952667
"1435 4th Street Southwest, Washington, DC",38.872241,-77.017894
"912 F Street Northwest, Washington, DC",38.897,-77.02471
"1111 25th St NW, Washington, DC",38.9045789,-77.05297139999999
"2503 Chain Bridge Road Northwest, Washington, DC",38.9221499,-77.1000401
"5150 Manning Place Northwest, Washington, DC",38.9336521,-77.10673849999999
"4100 Cathedral Avenue Northwest, Washington, DC",38.92964540000001,-77.08045969999999
"4031 Mansion Drive Northwest, Washington, DC",38.91673400000001,-77.07969
"2243 40th Street Northwest, Washington, DC",38.9204979,-77.0786171
"4457 Macarthur Boulevard Northwest, Washington, DC",38.908143,-77.08355499999999
"333 8th St SE, Washington, DC",38.885124,-76.99527300000001
"1150 K Street Northwest, Washington, DC",38.9022175,-77.0277387
"1177 22nd Street Northwest, Washington, DC",38.9048618,-77.04829509999999
"2600 Pennsylvania Avenue Northwest, Washington, DC",38.9039444,-77.0550705
"6923 Maple Street Northwest, Washington, DC",38.9734644,-77.0156262
"1010 Massachusetts Avenue Northwest, Washington, DC",38.9035058,-77.0264955
"1671 Fort Davis Place Southeast, Washington, DC",38.8663979,-76.94806849999999
"1429 S Street Southeast, Washington, DC",38.8680437,-76.98391649999999
"3103 Georgia Avenue Northwest, Washington, DC",38.9291854,-77.0230041
"1612 20th Street Northwest, Washington, DC",38.9116862,-77.0451349
"3149 Fort Lincoln Drive Northeast, Washington, DC",38.9258707,-76.9599368
"2401 Benning Road Northeast, Washington, DC",38.8978409,-76.9720628
"1733 Gales Pl NE, Washington, DC",38.8983672,-76.9784813
"1333 29th Street Northwest, Washington, DC",38.9079094,-77.0580342
"909 Quincy Street Northeast, Washington, DC",38.9378151,-76.9942548
"1230 23rd Street Northwest, Washington, DC",38.9059707,-77.05033829999999
"1223 Wylie Street Northeast, Washington, DC",38.90064479999999,-76.98933889999999
"1705 L Street Northeast, Washington, DC",38.90353950000001,-76.97979889999999
"4986 Just Street Northeast, Washington, DC",38.902941,-76.93023199999999
"1640 Portal Drive Northwest, Washington, DC",38.9897683,-77.0385874
"314 Atlantic Street Southeast, Washington, DC",38.8311658,-77.0011844
"1117 10th Street Northwest, Washington, DC",38.9046884,-77.0256204
"2529 North Capitol Street Northeast, Washington, DC",38.9232508,-77.0087878
"4301 Military Road Northwest, Washington, DC",38.961407,-77.08429699999999
"801 Pennsylvania Avenue Northwest, Washington, DC",38.8942061,-77.02361140000001
"2550 17th Street Northwest, Washington, DC",38.9244887,-77.03935899999999
"1341 Monroe Street Northwest, Washington, DC",38.932119,-77.031105
"2801 Connecticut Avenue Northwest, Washington, DC",38.9270928,-77.0530733
"3225 Grace Street Northwest, Washington, DC",38.9041198,-77.06415899999999
"940 25th Street Northwest, Washington, DC",38.901712,-77.05372000000001
"3101 New Mexico Avenue Northwest, Washington, DC",38.9323848,-77.0827079
"3 New York Avenue Northwest, Washington, DC",38.906949,-77.010268
"2501 M Street Northwest, Washington, DC",38.905507,-77.05379289999999
"4994 Warren Street Northwest, Washington, DC",38.9447602,-77.0977472
"516 Shepherd St NW, Washington, DC",38.93973039999999,-77.0197525
"2725 Connecticut Avenue Northwest, Washington, DC",38.9264105,-77.0527135
"2555 Pennsylvania Avenue Northwest, Washington, DC",38.9046895,-77.0540178
"3211 Georgia Avenue Northwest, Washington, DC",38.9304001,-77.0231953
"1111 24th Street Northwest, Washington, DC",38.90413119999999,-77.0511178
"2401 H Street Northwest, Washington, DC",38.8999319,-77.0516791
"1151 3rd Street NE, Washington, DC",38.904927,-77.00178199999999
"940 25th St NW, Washington, DC",38.901712,-77.05372000000001
"1920 S Street Northwest, Washington, DC",38.9138682,-77.04464050000001
"1416 Meridian Place Northwest, Washington, DC",38.9333731,-77.03356339999999
"3224 Klingle Road Northwest, Washington, DC",38.929935,-77.065159
"1246 New Jersey Avenue Northwest, Washington, DC",38.9068216,-77.0156375
"5013 12th Street Northeast, Washington, DC",38.9508251,-76.9902388
"2141 I St NW, Washington, DC",38.90098510000001,-77.0482309
"4626 Charleston Terrace Northwest, Washington, DC",38.9116015,-77.0886204
"1679 W Street Southeast, Washington, DC",38.8627527,-76.9801701
"3422 Georgia Avenue Northwest, Washington, DC",38.932611,-77.024164
"1816 12th Street Northwest, Washington, DC",38.91494489999999,-77.0284679
"449 New Jersey Avenue Southeast, Washington, DC",38.8835244,-77.0070894
"1301 20th Street Northwest, Washington, DC",38.9076058,-77.0446178
"1042 Paper Mill Ct NW, Washington, DC",38.9037155,-77.0643439
"45 Sutton Sq SW, Washington, DC",38.8790341,-77.02459759999999
"3015 Georgia Avenue Northwest, Washington, DC",38.92867010000001,-77.02297039999999
"3147 Cherry Road Northeast, Washington, DC",38.9267407,-76.96182859999999
"1254 Holbrook Terrace NE, Washington, DC",38.9070393,-76.9849402
"4201 Cathedral Avenue Northwest, Washington, DC",38.9311869,-77.083832
"1705 P Street Northwest, Washington, DC",38.909868,-77.03896979999999
"1045 31st Street NW, Washington, DC",38.9038068,-77.0608087
"810 Tewkesbury Place Northwest, Washington, DC",38.96776029999999,-77.0246798
"2750 14th Street Northwest, Washington, DC",38.9252777,-77.0326532
"1807 California Street Northwest, Washington, DC",38.9180861,-77.042189
"15 Dupont Circle Northwest, Washington, DC",38.9098528,-77.0424632
"6416 2nd Place Northwest, Washington, DC",38.9678519,-77.0152663
"15 DuPont Cir NW, Washington, DC",38.9099211,-77.0423689
"1514 Wisconsin Avenue Northwest, Washington, DC",38.9092547,-77.0644738
"1201 O Street Northwest, Washington, DC",38.9087267,-77.0283366
"2153 California Street Northwest, Washington, DC",38.9162738,-77.0489793
"1711 U Street Northwest, Washington, DC",38.917235,-77.03899299999999
"1813 16th Street Northwest, Washington, DC",38.9144773,-77.0360895
"3511 14th Street Northwest, Washington, DC",38.9350385,-77.032327
"662 Irving Street Northwest, Washington, DC",38.9288127,-77.02263289999999
"4840 Macarthur Boulevard Northwest, Washington, DC",38.9170703,-77.0968742
"5006 2nd Street Northwest, Washington, DC",38.9515622,-77.0137367
"1375 Childress Street Northeast, Washington, DC",38.9055204,-76.98215019999999
"933 5th Street Southeast, Washington, DC",38.878532,-76.99977299999999
"3245 P Street Northwest, Washington, DC",38.9089752,-77.0647549
"1234 28th Street Northwest, Washington, DC",38.9063411,-77.0571997
"635 20th Street Northeast, Washington, DC",38.8970554,-76.9758354
"67 Bates Street Northwest, Washington, DC",38.9105277,-77.0113185
"555 Massachusetts Ave NW, Washington, DC",38.901746,-77.0192927
"1822 15th Street Northwest, Washington, DC",38.9149569,-77.0348798
"2129 Florida Avenue Northwest, Washington, DC",38.9132261,-77.0474964
"910 M Street Northwest, Washington, DC",38.9054055,-77.0246698
"2247 12th Street Northwest, Washington, DC",38.92019700000001,-77.0286519
"511 Longfellow Street Northwest, Washington, DC",38.9576988,-77.0204583
